ColorCombinationID,PrimaryColor,SecondaryColor,AccentColor,Mood,MoodIntensity,Description
1364,Pink,Beige,Pink,Energetic,7,Red is vibrant and associated with high energy.
1365,Black,Red,Yellow,Happy,9,Bright colors like yellow are often linked to happiness.
1366,Black,Black,Dark Blue,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1367,Green,Brown,Light Blue,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1368,Orange,Orange,White,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1369,Beige,Silver,Orange,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1370,Yellow,Purple,Red,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1371,Silver,Orange,Grey,Bold,9,"Strong contrasts create a bold, intense impression."
1372,Beige,Silver,Grey,Happy,9,Bright colors like yellow are often linked to happiness.
1373,Beige,Dark Blue,White,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1374,Orange,Light Blue,Black,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1375,Green,Yellow,Green,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1376,Green,Blue,White,Bold,9,"Strong contrasts create a bold, intense impression."
1377,Red,Green,Silver,Happy,9,Bright colors like yellow are often linked to happiness.
1378,Yellow,Blue,Silver,Energetic,7,Red is vibrant and associated with high energy.
1379,Beige,Green,Light Blue,Energetic,7,Red is vibrant and associated with high energy.
1380,Pink,Purple,Black,Bold,9,"Strong contrasts create a bold, intense impression."
1381,Dark Blue,Silver,Silver,Neutral,5,Neutral tones provide balance without strong mood influence.
1382,Light Blue,Silver,Red,Energetic,7,Red is vibrant and associated with high energy.
1383,Black,Dark Blue,Purple,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1384,Dark Blue,Silver,Green,Energetic,7,Red is vibrant and associated with high energy.
1385,Brown,Green,Black,Bold,9,"Strong contrasts create a bold, intense impression."
1386,Green,Orange,Dark Blue,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1387,Dark Blue,Grey,Light Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
1388,Light Blue,Orange,Green,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1389,Dark Blue,Beige,Black,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1390,Blue,Beige,Blue,Energetic,7,Red is vibrant and associated with high energy.
1391,Orange,Black,Brown,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1392,Orange,Yellow,Silver,Bold,9,"Strong contrasts create a bold, intense impression."
1393,Dark Blue,Brown,Dark Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
1394,Silver,Red,Black,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1395,Red,Yellow,Blue,Energetic,7,Red is vibrant and associated with high energy.
1396,Black,Blue,Orange,Calm,8,Cool colors promote calmness and relaxation.
1397,Pink,Black,Dark Blue,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1398,Orange,Yellow,Purple,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1399,Red,Green,White,Calm,8,Cool colors promote calmness and relaxation.
1400,Light Blue,Brown,Beige,Neutral,5,Neutral tones provide balance without strong mood influence.
1401,Pink,Green,Dark Blue,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1402,Grey,Green,Brown,Bold,9,"Strong contrasts create a bold, intense impression."
1403,Light Blue,Dark Blue,Light Blue,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1404,Purple,Black,White,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1405,Red,Brown,Green,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1406,Red,Black,Yellow,Calm,8,Cool colors promote calmness and relaxation.
1407,Orange,Brown,Pink,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1408,Grey,Beige,Light Blue,Bold,9,"Strong contrasts create a bold, intense impression."
1409,Red,Black,Purple,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1410,Silver,Green,Purple,Energetic,7,Red is vibrant and associated with high energy.
1411,Beige,Black,Blue,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1412,Pink,Green,Pink,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1413,Light Blue,Red,White,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1414,Pink,Blue,Pink,Calm,8,Cool colors promote calmness and relaxation.
1415,Light Blue,Beige,Silver,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1416,Green,Blue,White,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1417,Orange,Dark Blue,Purple,Neutral,5,Neutral tones provide balance without strong mood influence.
1418,Grey,Red,Grey,Neutral,5,Neutral tones provide balance without strong mood influence.
1419,Beige,Dark Blue,Blue,Calm,8,Cool colors promote calmness and relaxation.
1420,Grey,White,Silver,Bold,9,"Strong contrasts create a bold, intense impression."
1421,Black,Beige,Brown,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1422,Brown,Black,Light Blue,Energetic,7,Red is vibrant and associated with high energy.
1423,Grey,Brown,Brown,Bold,9,"Strong contrasts create a bold, intense impression."
1424,Orange,White,Green,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1425,Black,Pink,Beige,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1426,Pink,Brown,Black,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1427,Orange,Light Blue,Purple,Bold,9,"Strong contrasts create a bold, intense impression."
1428,Green,Dark Blue,Orange,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1429,Pink,Green,Red,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1430,Dark Blue,Dark Blue,Black,Neutral,5,Neutral tones provide balance without strong mood influence.
1431,Dark Blue,Pink,Beige,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1432,Purple,Pink,Black,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1433,Blue,Light Blue,Silver,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1434,Green,Green,Beige,Happy,9,Bright colors like yellow are often linked to happiness.
1435,Light Blue,Pink,Silver,Bold,9,"Strong contrasts create a bold, intense impression."
1436,Purple,Black,Green,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1437,Green,Orange,Brown,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1438,Blue,Light Blue,Orange,Happy,9,Bright colors like yellow are often linked to happiness.
1439,White,Red,Yellow,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1440,Orange,Green,Blue,Happy,9,Bright colors like yellow are often linked to happiness.
1441,White,White,Pink,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1442,Pink,Brown,Dark Blue,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1443,Blue,Pink,Orange,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1444,Beige,Beige,Blue,Bold,9,"Strong contrasts create a bold, intense impression."
1445,Orange,Grey,Grey,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1446,Purple,Yellow,Purple,Energetic,7,Red is vibrant and associated with high energy.
1447,Silver,Silver,Purple,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1448,Light Blue,Yellow,Light Blue,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1449,Red,Purple,Yellow,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1450,Yellow,Orange,Orange,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1451,Purple,Grey,Dark Blue,Bold,9,"Strong contrasts create a bold, intense impression."
1452,Orange,Black,Purple,Calm,8,Cool colors promote calmness and relaxation.
1453,Light Blue,Light Blue,Blue,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1454,Light Blue,Pink,White,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1455,Silver,Silver,Yellow,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1456,Orange,Brown,Black,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1457,Black,Silver,Green,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1458,Green,Brown,Purple,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1459,Orange,Green,Red,Energetic,7,Red is vibrant and associated with high energy.
1460,Purple,Yellow,Orange,Neutral,5,Neutral tones provide balance without strong mood influence.
1461,Brown,Yellow,Silver,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1462,Black,Yellow,Orange,Bold,9,"Strong contrasts create a bold, intense impression."
1463,Yellow,Silver,Dark Blue,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1464,Purple,Black,Red,Energetic,7,Red is vibrant and associated with high energy.
1465,Grey,Green,Yellow,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1466,Silver,Brown,White,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1467,Silver,Dark Blue,Red,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1468,Purple,Dark Blue,Silver,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1469,Grey,White,Pink,Bold,9,"Strong contrasts create a bold, intense impression."
1470,Purple,Light Blue,Light Blue,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1471,Blue,Grey,Yellow,Energetic,7,Red is vibrant and associated with high energy.
1472,Black,Silver,Grey,Calm,8,Cool colors promote calmness and relaxation.
1473,White,Beige,Silver,Calm,8,Cool colors promote calmness and relaxation.
1474,Blue,Purple,Red,Energetic,7,Red is vibrant and associated with high energy.
1475,Beige,Black,Beige,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1476,Red,Blue,Yellow,Energetic,7,Red is vibrant and associated with high energy.
1477,Blue,Brown,Red,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1478,Silver,Grey,Purple,Neutral,5,Neutral tones provide balance without strong mood influence.
1479,Grey,White,Beige,Calm,8,Cool colors promote calmness and relaxation.
1480,Silver,Black,Red,Neutral,5,Neutral tones provide balance without strong mood influence.
1481,Brown,White,Yellow,Bold,9,"Strong contrasts create a bold, intense impression."
1482,Light Blue,Black,Grey,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1483,Orange,Pink,Green,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1484,White,Light Blue,Beige,Bold,9,"Strong contrasts create a bold, intense impression."
1485,Black,White,Orange,Calm,8,Cool colors promote calmness and relaxation.
1486,Pink,Black,Brown,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1487,Blue,Brown,Silver,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1488,Blue,Blue,Green,Calm,8,Cool colors promote calmness and relaxation.
1489,Grey,Brown,Beige,Neutral,5,Neutral tones provide balance without strong mood influence.
1490,Red,Grey,Light Blue,Energetic,7,Red is vibrant and associated with high energy.
1491,White,Pink,Yellow,Energetic,7,Red is vibrant and associated with high energy.
1492,Pink,Silver,Pink,Bold,9,"Strong contrasts create a bold, intense impression."
1493,Yellow,Black,Purple,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1494,Dark Blue,Silver,White,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1495,Light Blue,Yellow,White,Energetic,7,Red is vibrant and associated with high energy.
1496,Pink,Blue,Pink,Neutral,5,Neutral tones provide balance without strong mood influence.
1497,Grey,Green,Black,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1498,White,Pink,Silver,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1499,Green,Blue,Silver,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1500,Red,Silver,White,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1501,Orange,Purple,Black,Energetic,7,Red is vibrant and associated with high energy.
1502,White,Orange,Beige,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1503,Orange,Black,Purple,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1504,Green,Blue,Black,Calm,8,Cool colors promote calmness and relaxation.
1505,Yellow,Green,Red,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1506,Orange,Blue,Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
1507,Blue,White,Black,Neutral,5,Neutral tones provide balance without strong mood influence.
1508,Beige,Brown,Yellow,Happy,9,Bright colors like yellow are often linked to happiness.
1509,Purple,Purple,Yellow,Happy,9,Bright colors like yellow are often linked to happiness.
1510,Green,Red,Light Blue,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1511,Light Blue,Black,Black,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1512,Purple,Orange,Orange,Energetic,7,Red is vibrant and associated with high energy.
1513,Grey,Orange,Light Blue,Calm,8,Cool colors promote calmness and relaxation.
1514,Brown,Green,Yellow,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1515,Grey,Pink,Blue,Calm,8,Cool colors promote calmness and relaxation.
1516,Blue,Dark Blue,Grey,Energetic,7,Red is vibrant and associated with high energy.
1517,Brown,Blue,Light Blue,Energetic,7,Red is vibrant and associated with high energy.
1518,Orange,White,Light Blue,Energetic,7,Red is vibrant and associated with high energy.
1519,Dark Blue,Grey,Red,Calm,8,Cool colors promote calmness and relaxation.
1520,Dark Blue,Brown,Dark Blue,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1521,Orange,Silver,Red,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1522,Yellow,Blue,Grey,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1523,Black,Brown,Light Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
1524,Blue,White,Dark Blue,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1525,Grey,Blue,Orange,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1526,Brown,Brown,Green,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1527,Brown,Yellow,Light Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
1528,Grey,Purple,Black,Happy,9,Bright colors like yellow are often linked to happiness.
1529,Dark Blue,Light Blue,Silver,Bold,9,"Strong contrasts create a bold, intense impression."
1530,White,Yellow,Purple,Energetic,7,Red is vibrant and associated with high energy.
1531,Beige,Red,Yellow,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1532,Pink,Silver,Red,Calm,8,Cool colors promote calmness and relaxation.
1533,Purple,Blue,Silver,Happy,9,Bright colors like yellow are often linked to happiness.
1534,Silver,Green,Silver,Bold,9,"Strong contrasts create a bold, intense impression."
1535,Purple,Grey,Orange,Neutral,5,Neutral tones provide balance without strong mood influence.
1536,Blue,Green,White,Calm,8,Cool colors promote calmness and relaxation.
1537,Brown,Purple,Green,Calm,8,Cool colors promote calmness and relaxation.
1538,Green,Dark Blue,Brown,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1539,Brown,Dark Blue,Blue,Calm,8,Cool colors promote calmness and relaxation.
1540,White,Orange,Orange,Calm,8,Cool colors promote calmness and relaxation.
1541,Purple,Beige,Yellow,Energetic,7,Red is vibrant and associated with high energy.
1542,White,Red,Red,Energetic,7,Red is vibrant and associated with high energy.
1543,Blue,Brown,Orange,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1544,White,Dark Blue,Brown,Neutral,5,Neutral tones provide balance without strong mood influence.
1545,Light Blue,Purple,Beige,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1546,Green,Orange,Grey,Calm,8,Cool colors promote calmness and relaxation.
1547,Brown,Green,Silver,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1548,Dark Blue,Beige,Pink,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1549,Dark Blue,Pink,Pink,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1550,Black,Pink,Yellow,Neutral,5,Neutral tones provide balance without strong mood influence.
1551,Orange,Red,Grey,Happy,9,Bright colors like yellow are often linked to happiness.
1552,Orange,Light Blue,Blue,Happy,9,Bright colors like yellow are often linked to happiness.
1553,Pink,Black,Yellow,Happy,9,Bright colors like yellow are often linked to happiness.
1554,Pink,Orange,Red,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1555,Yellow,Pink,Grey,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1556,Blue,Green,Yellow,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1557,Black,Red,Grey,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1558,Grey,White,White,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1559,Beige,White,Pink,Happy,9,Bright colors like yellow are often linked to happiness.
1560,Orange,Purple,Beige,Calm,8,Cool colors promote calmness and relaxation.
1561,Purple,Grey,Red,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1562,Beige,Silver,Grey,Energetic,7,Red is vibrant and associated with high energy.
1563,Pink,Grey,Yellow,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1564,Beige,Silver,Light Blue,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1565,Purple,Beige,Light Blue,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1566,Brown,Pink,Dark Blue,Calm,8,Cool colors promote calmness and relaxation.
1567,Green,Yellow,Yellow,Happy,9,Bright colors like yellow are often linked to happiness.
1568,Orange,Light Blue,Grey,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1569,Red,Dark Blue,Silver,Energetic,7,Red is vibrant and associated with high energy.
1570,Purple,Silver,Purple,Happy,9,Bright colors like yellow are often linked to happiness.
1571,Brown,Yellow,Light Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
1572,White,Yellow,Black,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1573,Dark Blue,Orange,Orange,Neutral,5,Neutral tones provide balance without strong mood influence.
1574,Blue,Light Blue,Orange,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1575,Beige,Grey,Silver,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1576,Purple,Purple,Silver,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1577,Beige,Grey,Grey,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1578,Yellow,Purple,Red,Calm,8,Cool colors promote calmness and relaxation.
1579,Blue,White,Red,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1580,White,Green,Red,Happy,9,Bright colors like yellow are often linked to happiness.
1581,Red,Red,Grey,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1582,Silver,White,White,Energetic,7,Red is vibrant and associated with high energy.
1583,Blue,Beige,Black,Bold,9,"Strong contrasts create a bold, intense impression."
1584,Beige,Beige,Blue,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1585,Beige,White,Blue,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1586,Silver,Light Blue,Pink,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1587,Brown,Yellow,Silver,Energetic,7,Red is vibrant and associated with high energy.
1588,Dark Blue,White,Green,Energetic,7,Red is vibrant and associated with high energy.
1589,Purple,Beige,Green,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1590,Black,Pink,Black,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1591,Orange,Red,Pink,Energetic,7,Red is vibrant and associated with high energy.
1592,Orange,Black,Orange,Calm,8,Cool colors promote calmness and relaxation.
1593,Dark Blue,Blue,Orange,Happy,9,Bright colors like yellow are often linked to happiness.
1594,Green,Orange,Black,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1595,Orange,Light Blue,Light Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
1596,Pink,Dark Blue,Beige,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1597,Black,Silver,Purple,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1598,Dark Blue,Yellow,Purple,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1599,White,Light Blue,Light Blue,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1600,Red,Green,Pink,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1601,Yellow,Beige,Light Blue,Happy,9,Bright colors like yellow are often linked to happiness.
1602,Purple,Yellow,Light Blue,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1603,Light Blue,Brown,Silver,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1604,Black,Grey,Dark Blue,Happy,9,Bright colors like yellow are often linked to happiness.
1605,Pink,Yellow,Red,Energetic,7,Red is vibrant and associated with high energy.
1606,Green,Light Blue,Red,Happy,9,Bright colors like yellow are often linked to happiness.
1607,Light Blue,Red,Blue,Happy,9,Bright colors like yellow are often linked to happiness.
1608,Purple,Light Blue,Green,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1609,Red,Blue,Yellow,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1610,Yellow,White,Grey,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1611,Beige,Black,Brown,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1612,Orange,Light Blue,Blue,Happy,9,Bright colors like yellow are often linked to happiness.
1613,White,Black,Dark Blue,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1614,Red,Dark Blue,Brown,Calm,8,Cool colors promote calmness and relaxation.
1615,Yellow,Blue,White,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1616,White,White,Orange,Happy,9,Bright colors like yellow are often linked to happiness.
1617,Green,Dark Blue,Black,Happy,9,Bright colors like yellow are often linked to happiness.
1618,Beige,Red,Blue,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1619,White,Green,Purple,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1620,Purple,Yellow,White,Neutral,5,Neutral tones provide balance without strong mood influence.
1621,Black,Purple,Red,Bold,9,"Strong contrasts create a bold, intense impression."
1622,Green,Beige,Grey,Bold,9,"Strong contrasts create a bold, intense impression."
1623,Black,Brown,Orange,Bold,9,"Strong contrasts create a bold, intense impression."
1624,Dark Blue,Dark Blue,Black,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1625,White,Blue,Orange,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1626,Dark Blue,Silver,Light Blue,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1627,Yellow,Silver,Grey,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1628,Yellow,Black,Beige,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1629,Purple,Light Blue,Beige,Bold,9,"Strong contrasts create a bold, intense impression."
1630,Light Blue,Pink,Yellow,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1631,Silver,White,Green,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1632,Pink,White,Brown,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1633,Dark Blue,Brown,White,Calm,8,Cool colors promote calmness and relaxation.
1634,Light Blue,White,Light Blue,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1635,Green,Light Blue,Purple,Calm,8,Cool colors promote calmness and relaxation.
1636,Beige,Grey,White,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1637,Red,Blue,Beige,Energetic,7,Red is vibrant and associated with high energy.
1638,White,Blue,Beige,Bold,9,"Strong contrasts create a bold, intense impression."
1639,Brown,Beige,Red,Bold,9,"Strong contrasts create a bold, intense impression."
1640,Pink,Dark Blue,Brown,Happy,9,Bright colors like yellow are often linked to happiness.
1641,Grey,Light Blue,Silver,Bold,9,"Strong contrasts create a bold, intense impression."
1642,Blue,Yellow,Beige,Energetic,7,Red is vibrant and associated with high energy.
1643,Red,Beige,Black,Calm,8,Cool colors promote calmness and relaxation.
1644,Light Blue,Red,Orange,Neutral,5,Neutral tones provide balance without strong mood influence.
1645,Red,Brown,Black,Energetic,7,Red is vibrant and associated with high energy.
1646,Silver,Red,Blue,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1647,Orange,Blue,Black,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1648,Blue,Pink,Beige,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1649,Black,Blue,Light Blue,Happy,9,Bright colors like yellow are often linked to happiness.
1650,Orange,Beige,Red,Neutral,5,Neutral tones provide balance without strong mood influence.
1651,Black,Black,Red,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1652,Dark Blue,Purple,Red,Neutral,5,Neutral tones provide balance without strong mood influence.
1653,Orange,Green,Black,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1654,Orange,Blue,Blue,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1655,Blue,Beige,Yellow,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1656,Orange,Orange,Purple,Calm,8,Cool colors promote calmness and relaxation.
1657,Brown,Grey,Silver,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1658,White,Red,Silver,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1659,Black,Beige,Dark Blue,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1660,Pink,Yellow,Yellow,Happy,9,Bright colors like yellow are often linked to happiness.
1661,Red,Light Blue,Pink,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1662,Grey,Beige,White,Neutral,5,Neutral tones provide balance without strong mood influence.
1663,Light Blue,Silver,Beige,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1664,White,Brown,Yellow,Neutral,5,Neutral tones provide balance without strong mood influence.
1665,Blue,Pink,Light Blue,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1666,Red,Orange,White,Calm,8,Cool colors promote calmness and relaxation.
1667,Beige,Brown,Beige,Energetic,7,Red is vibrant and associated with high energy.
1668,Purple,Pink,Pink,Bold,9,"Strong contrasts create a bold, intense impression."
1669,Pink,Purple,Purple,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1670,Brown,Light Blue,Dark Blue,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1671,White,Black,Black,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1672,Grey,Silver,Blue,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1673,Dark Blue,Red,Blue,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1674,Brown,Black,Purple,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1675,Yellow,Green,Blue,Happy,9,Bright colors like yellow are often linked to happiness.
1676,Beige,Pink,Grey,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1677,Brown,Light Blue,Yellow,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1678,Blue,Dark Blue,Green,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1679,Silver,Beige,Blue,Happy,9,Bright colors like yellow are often linked to happiness.
1680,Silver,Grey,Grey,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1681,Blue,Green,Grey,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1682,Black,Purple,Black,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1683,White,Silver,Silver,Happy,9,Bright colors like yellow are often linked to happiness.
1684,Dark Blue,Pink,Yellow,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1685,Blue,Red,Yellow,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1686,Black,White,Yellow,Energetic,7,Red is vibrant and associated with high energy.
1687,Purple,Green,Green,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1688,Silver,Purple,Black,Neutral,5,Neutral tones provide balance without strong mood influence.
1689,Beige,Dark Blue,Dark Blue,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1690,Beige,Orange,Yellow,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
